S.No,CATEGORY,SUB_CATEGORY,ITEM_GROUP,BRAND_NAME,ITEM_NAME,SKU,ITEM_URL,ITEM_NAME1,MRP,DISCOUNTED_PRICE,SAVE %,QTY,TYPE,IMAGE_MAIN,ABOUT,EAN,IMAGE URL 1
14, SNACKS & BRANDED FOODS ," NOODLE, PASTA, VERMICELLI ", INSTANT NOODLES , MAGGI Masala Instant Noodles Vegetarian,MAGGI,266160,https://www.bigbasket.com/pd/266160/maggi-masala-instant-noodles-vegetarian-70-g-pouch/,"MAGGI Masala Instant Noodles Vegetarian, 70 g Pouch",12,Rs 11.40,5%,70 g,veg,https://www.bigbasket.com/media/uploads/p/mm/266160_14-maggi-masala-instant-noodles-vegetarian.jpg,"India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron. Each portion (70g) of MAGGI Masala Noodles provides you with 15% of your daily Iron requirement (*as per the Daily Dietary Allowances for an Adult Sedentary Male (ICMR 2010). Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients.",8.90106E+12,https://www.bigbasket.com/media/uploads/p/l/266160_14-maggi-masala-instant-noodles-vegetarian.jpg
15, SNACKS & BRANDED FOODS ," NOODLE, PASTA, VERMICELLI ", INSTANT NOODLES , MAGGI 2-Minute Instant Noodles - Masala,MAGGI,266112,https://www.bigbasket.com/pd/266112/maggi-2-minute-instant-noodles-masala-420-g-pouch/,"MAGGI 2-Minute Instant Noodles - Masala, 420 g Pouch",68,Rs 65.14,4%,420 g,veg,https://www.bigbasket.com/media/uploads/p/mm/266112_13-maggi-2-minute-instant-noodles-masala.jpg,"India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron. Each portion (70g) of MAGGI Masala Noodles provides you with 15% of your daily Iron requirement (*as per the Daily Dietary Allowances for an Adult Sedentary Male (ICMR 2010). Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients.",8.90106E+12,https://www.bigbasket.com/media/uploads/p/l/266112_13-maggi-2-minute-instant-noodles-masala.jpg
16, SNACKS & BRANDED FOODS ," NOODLE, PASTA, VERMICELLI ", INSTANT NOODLES , MAGGI 2-Minute Instant Noodles - Masala,MAGGI,266162,https://www.bigbasket.com/pd/266162/maggi-2-minute-instant-noodles-masala-280-g-pouch/,"MAGGI 2-Minute Instant Noodles - Masala, 280 g Pouch",46,,,280 g,veg,https://www.bigbasket.com/media/uploads/p/mm/266162_13-maggi-2-minute-instant-noodles-masala.jpg,"India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron. Each portion (70g) of MAGGI Masala Noodles provides you with 15% of your daily Iron requirement (*as per the Daily Dietary Allowances for an Adult Sedentary Male (ICMR 2010). Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients.",8.90106E+12,https://www.bigbasket.com/media/uploads/p/l/266162_13-maggi-2-minute-instant-noodles-masala.jpg
17, SNACKS & BRANDED FOODS ," NOODLE, PASTA, VERMICELLI ", INSTANT NOODLES , MAGGI 2-Minute Instant Noodles - Masala,MAGGI,266109,https://www.bigbasket.com/pd/266109/maggi-2-minute-instant-noodles-masala-560-g-pouch/,"MAGGI 2-Minute Instant Noodles - Masala, 560 g Pouch",91,Rs 84.63,7%,560 g,veg,https://www.bigbasket.com/media/uploads/p/mm/266109_15-maggi-2-minute-instant-noodles-masala.jpg,"India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron. Each portion (70g) of MAGGI Masala Noodles provides you with 15% of your daily Iron requirement (*as per the Daily Dietary Allowances for an Adult Sedentary Male (ICMR 2010). Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients.",8.90106E+12,https://www.bigbasket.com/media/uploads/p/l/266109_15-maggi-2-minute-instant-noodles-masala.jpg
18, SNACKS & BRANDED FOODS ," NOODLE, PASTA, VERMICELLI ", INSTANT NOODLES , MAGGI Noodles - Masala,MAGGI,1206569,https://www.bigbasket.com/pd/1206569/maggi-noodles-masala-4x70-g/,"MAGGI Noodles - Masala, 4x70 g Multipack",48,,,4x70 g,,https://www.bigbasket.com/media/uploads/p/mm/1206569_3-maggi-noodles-masala.jpg,,1206569,https://www.bigbasket.com/media/uploads/p/l/1206569_3-maggi-noodles-masala.jpg
1634, SNACKS & BRANDED FOODS , READY TO COOK & EAT , HEAT & EAT READY MEALS , MTR Ready To Eat - Chana Masala,MTR,265980,https://www.bigbasket.com/pd/265980/mtr-ready-to-eat-chana-masala-300-g-pouch/,"MTR Ready To Eat - Chana Masala, 300 g Pouch",110,Rs 107.64,2,300 g,veg,https://www.bigbasket.com/media/uploads/p/mm/265980_6-mtr-ready-to-eat-chana-masala.jpg,"MTR Chana Masala is the greatest ingredient to cook pungent, tasty and delicious chana masala. If you want chana masala to be spicier, add more spices along with MTR Chana Masala. The chana masala is a well-known tasty Indian vegetarian dish.",265980,https://www.bigbasket.com/media/uploads/p/l/265980_6-mtr-ready-to-eat-chana-masala.jpg
3335, SNACKS & BRANDED FOODS , READY TO COOK & EAT , SOUPS , CHING'S SECRET Tomato Soup + Schezwan Fried Rice Masala,Ching'S Secret,1212109,https://www.bigbasket.com/pd/1212109/chings-secret-tomato-soup-schezwan-fried-rice-masala-combo/,"Ching'S Secret Tomato Soup + Schezwan Fried Rice Masala, Combo 2 Items",65,,,Combo,,https://www.bigbasket.com/media/uploads/p/mm/1212109_1-chings-secret-tomato-soup-schezwan-fried-rice-masala.jpg,"Soup - Tomato: Chings Cookup Soups are a delicious blend of Indian and Chinese flavours, which will leave you craving for more. They contain exotic vegetables with the precise amount of seasoning to bring you the perfect appetizer to relish in the comfort of your home. To make this delicious soup, simply add the pack content in 800 ml of water and bring it to a boil, followed by continuous stirring and simmering for 3 minutes. Miracle Masala - Schezwan Fried Rice: Are you a fan of Desi Chinese masala delicacies? Now enjoy authentic Schezwan fried rice prepared with Ching's Secret Schezwan Fried Rice Masala. What’s more, this Chinese masala is easy to cook and requires no big effort. Use this fiery fried rice masala to relish your favourite Chinese rice dish every day at home.",1212109,https://www.bigbasket.com/media/uploads/p/l/1212109_1-chings-secret-tomato-soup-schezwan-fried-rice-masala.jpg
3339, SNACKS & BRANDED FOODS , FROZEN VEGGIES & SNACKS , FROZEN VEG SNACKS ," SWITZ Spring Roll Sheets - 6""x6""",Switz,30001038,https://www.bigbasket.com/pd/30001038/switz-spring-roll-sheets-6x6-40-pcs-pouch/,"Switz Spring Roll Sheets - 6""x6"", 40 pcs Pouch",110,Rs 100,10,40 pcs,veg,https://www.bigbasket.com/media/uploads/p/mm/30001038_2-switz-spring-roll-sheets-6x6.jpg,"Switz is the only focused manufacturer of authentic, wheat batter-based, all-purpose spring roll pastry in India. Switz Spring Roll Sheets have high elasticity and strength. Big or small, fried or baked (at 180-degree Celsius or till its golden brown), sweet or savoury, what you will make at home will always be crispy. Just let your imagination go wild on the fillings, and make food magic. Switz Spring Roll Sheets Filling Suggestions: Chicken, mix veg, macaroni and cheese, noodle spring roll, baby corn lollipop  Other recipes: Banana fritters, chocolate cigars, money bags, fried wontons, fish roll, tarts, cheese-filled bites. It is suitable for both fresh and frozen preparation.",30001038,https://www.bigbasket.com/media/uploads/p/l/30001038_2-switz-spring-roll-sheets-6x6.jpg
3436, SNACKS & BRANDED FOODS , READY TO COOK & EAT , HOME BAKING , EAGLE Crystals - Citric Acid,Eagle,40003768,https://www.bigbasket.com/pd/40003768/eagle-crystals-citric-acid-25-g-carton/,"Eagle Crystals - Citric Acid, 25 g Carton",22,,,25 g,,https://www.bigbasket.com/media/uploads/p/mm/40003768_2-eagle-crystals-citric-acid.jpg,"Eagle Citric Acid Crystals is a mild acid used to improve the fruit flavor (tartness) in hard candy, gummy and jellies. Sour gummies not only contain high quantities of citric acid in the recipe but are also coated with the citric acid crystals to increase their bitter flavour. Citric acid is also used in soap making. It offers pantry-ready option to lemon juice.",8.90602E+12,https://www.bigbasket.com/media/uploads/p/l/40003768_2-eagle-crystals-citric-acid.jpg
3718, SNACKS & BRANDED FOODS , BREAKFAST CEREALS , GRANOLA & CEREAL BARS , FABBOX Green Chilli Cashews,FabBox,800401551,https://www.bigbasket.com/pd/800401551/fabbox-green-chilli-cashews-70-g/,"FabBox Green Chilli Cashews, 70 g",215,,,70 g,veg,https://www.bigbasket.com/media/uploads/p/mm/800401551_8-fabbox-green-chilli-cashews.jpg,"Roasted Cashews married to Green Chillies. Lip-smacking good! Feel the heat & set your taste buds ablaze, with our spicy Green Chilli cashews. Tasty Organic cashews are mildly spiced with dried green chilli powder and salt to create this super tasty snack. Offered cashews are processed at our hygienically maintained production unit with the help of advanced machines. In addition, the offered chilli cashews are widely served as snacks with tea or coffee across India. These cashews are acknowledged for their features like crispiness, purity and long shelf life. High Protein, Source Of Fiber, No Added Sugar, Roasted Kaju, Healthy Snacks, No Transfat, Roasted Nuts",800401551,https://www.bigbasket.com/media/uploads/p/l/800401551_8-fabbox-green-chilli-cashews.jpg
4793, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Bake Rusk (Toast),Britannia,1203925,https://www.bigbasket.com/pd/1203925/britannia-bake-rusk-toast-6x63-g/,"Britannia Bake Rusk (Toast), 6x63 g Multipack",60,,,6x63 g,,https://www.bigbasket.com/media/uploads/p/mm/1203925_2-britannia-bake-rusk-toast.jpg,Make your tea time crunchy and rusky with wonderfully delicious Britannia Premium Bake Rusk. The flavor of it makes you leave mouth-watering. It gives best nutrition to your health.,1203925,https://www.bigbasket.com/media/uploads/p/l/1203925_2-britannia-bake-rusk-toast.jpg
4794, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Bake Rusk (Toast),Britannia,1203926,https://www.bigbasket.com/pd/1203926/britannia-bake-rusk-toast-12x63-g/,"Britannia Bake Rusk (Toast), 12x63 g Multipack",120,,,12x63 g,,https://www.bigbasket.com/media/uploads/p/mm/1203926_2-britannia-bake-rusk-toast.jpg,Make your tea time crunchy and rusky with wonderfully delicious Britannia Premium Bake Rusk. The flavor of it makes you leave mouth-watering. It gives best nutrition to your health.,1203926,https://www.bigbasket.com/media/uploads/p/l/1203926_2-britannia-bake-rusk-toast.jpg
5149, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Premium Bake Rusk,Britannia,1201308,https://www.bigbasket.com/pd/1201308/britannia-premium-bake-rusk-2x273-g/,"Britannia Premium Bake Rusk, 2x273 g Multipack",80,Rs 66,18%,2x273 g,,https://www.bigbasket.com/media/uploads/p/mm/1201308_2-britannia-premium-bake-rusk.jpg,"Britannia Toast Bake Suji Biscuits are low in calories, high in nutritional value and good in taste; and these are reasons enough to include them in your regular tea time regime! This crunchy crispy and light biscuit fills your stomach quickly, without adding any extra kilos. This is quite a favourite among diabetics.",1201308,https://www.bigbasket.com/media/uploads/p/l/1201308_2-britannia-premium-bake-rusk.jpg
5173, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , CREAM BISCUITS & WAFERS , CADBURY Chocobakes Choc Filled Cookies,Cadbury,40185712,https://www.bigbasket.com/pd/40185712/cadbury-chocobakes-choc-filled-cookies-150-g/,"Cadbury Chocobakes Choc Filled Cookies, 150 g",60,Rs 57,5%,150 g,veg,https://www.bigbasket.com/media/uploads/p/mm/40185712_1-cadbury-chocobakes-choc-filled-cookies.jpg,"Experience new exciting chocolatey centre filled cookie from Cadbury. Perfect as an indulgent ""me time"" treat or to relish happy moments with your loved ones and friends. Indulge in the taste of this amazing combination of delicious cookies that enrobe a smooth Chocolatey centre.",7.6222E+12,https://www.bigbasket.com/media/uploads/p/l/40185712_1-cadbury-chocobakes-choc-filled-cookies.jpg
5287, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , CREAM BISCUITS & WAFERS , CADBURY Chocobakes Choc Filled Cookies,Cadbury,40185711,https://www.bigbasket.com/pd/40185711/cadbury-chocobakes-choc-filled-cookies-75-g/,"Cadbury Chocobakes Choc Filled Cookies, 75 g",30,Rs 29.36,2%,75 g,veg,https://www.bigbasket.com/media/uploads/p/mm/40185711_1-cadbury-chocobakes-choc-filled-cookies.jpg,"Experience the new exciting chocolatey centre filled cookie from Cadbury. Perfect as an indulgent ""me time"" treat or to relish happy moments with your loved ones and friends. Indulge in the taste of this amazing combination of delicious cookies that enrobe a smooth Chocolatey centre.",7.6222E+12,https://www.bigbasket.com/media/uploads/p/l/40185711_1-cadbury-chocobakes-choc-filled-cookies.jpg
5732, SNACKS & BRANDED FOODS , BREAKFAST CEREALS , OATS & PORRIDGE , QUAKER Whole Oats 700 gm + Oats + Milk Almond Flavour 180 mlx2,Quaker,1204305,https://www.bigbasket.com/pd/1204305/quaker-whole-oats-700-gm-oats-milk-almond-flavour-180-mlx2-combo/,"Quaker Whole Oats 700 gm + Oats + Milk Almond Flavour 180 mlx2, Combo 2 Items",260,,,Combo,,https://www.bigbasket.com/media/uploads/p/mm/1204305_1-quaker-whole-oats-700-gm-oats-milk-almond-flavour-180-mlx2.jpg,,,https://www.bigbasket.com/media/uploads/p/l/1204305_1-quaker-whole-oats-700-gm-oats-milk-almond-flavour-180-mlx2.jpg
5733, SNACKS & BRANDED FOODS , BREAKFAST CEREALS , OATS & PORRIDGE , QUAKER Whole Oats 700 gm + Oats + Milk Mango Flavour 180 mlx2,Quaker,1204306,https://www.bigbasket.com/pd/1204306/quaker-whole-oats-700-gm-oats-milk-mango-flavour-180-mlx2-combo/,"Quaker Whole Oats 700 gm + Oats + Milk Mango Flavour 180 mlx2, Combo 2 Items",260,,,Combo,,https://www.bigbasket.com/media/uploads/p/mm/1204306_1-quaker-whole-oats-700-gm-oats-milk-mango-flavour-180-mlx2.jpg,,,https://www.bigbasket.com/media/uploads/p/l/1204306_1-quaker-whole-oats-700-gm-oats-milk-mango-flavour-180-mlx2.jpg
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Milk Bikis Biscuits,Britannia,40023490,https://www.bigbasket.com/pd/40023490/britannia-milk-bikis-biscuits-405-g/,"Britannia Milk Bikis Biscuits, 40.5 g",5,,,40.5 g,,https://www.bigbasket.com/media/uploads/p/mm/40023490_5-britannia-milk-bikis-biscuits.jpg,"Britannia Milk Bikis Biscuits are crunchy biscuits prepared with essential nutrients, iron, vital vitamins and iodine making them a healthy snack for your children. Every delicious bite of Milk Bikis helps in the mental and physical development of growing kids. Britannia biscuits and cookies for long has been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Marie Gold and Little Hearts.",40023490,"https://www.bigbasket.com/media/uploads/p/l/40023490_5-britannia-milk-bikis-biscuits.jpg"""
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Milk Bikis Biscuits,Britannia,40023491,https://www.bigbasket.com/pd/40023491/britannia-milk-bikis-biscuits-150-g/,"Britannia Milk Bikis Biscuits, 150 g",25,,,150 g,,https://www.bigbasket.com/media/uploads/p/mm/40023491_4-britannia-milk-bikis-biscuits.jpg,"Britannia Milk Bikis Biscuits are crunchy biscuits prepared with essential nutrients, iron, vital vitamins and iodine making them a healthy snack for your children. Every delicious bite of Milk Bikis helps in the mental and physical development of growing kids. Britannia biscuits and cookies for long has been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Marie Gold and Little Hearts.",8.90103E+11,"https://www.bigbasket.com/media/uploads/p/l/40023491_4-britannia-milk-bikis-biscuits.jpg"""
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Milk Bikis Biscuits,Britannia,264585,https://www.bigbasket.com/pd/264585/britannia-milk-bikis-biscuits-200-g/,"Britannia Milk Bikis Biscuits, 200 g",27,,,200 g,veg,https://www.bigbasket.com/media/uploads/p/mm/264585_11-britannia-milk-bikis-biscuits.jpg,"Britannia Milk Bikis Biscuits are crunchy biscuits prepared with essential nutrients, iron, vital vitamins and iodine making them a healthy snack for your children. Every delicious bite of Milk Bikis helps in the mental and physical development of growing kids. Britannia biscuits and cookies for long has been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Marie Gold and Little Hearts.",8.90106E+12,"https://www.bigbasket.com/media/uploads/p/l/264585_11-britannia-milk-bikis-biscuits.jpg"""
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Milk Bikis Biscuits,Britannia,40025066,https://www.bigbasket.com/pd/40025066/britannia-milk-bikis-biscuits-80-g/,"Britannia Milk Bikis Biscuits, 80 g",10,,,80 g,,https://www.bigbasket.com/media/uploads/p/mm/40025066_4-britannia-milk-bikis-biscuits.jpg,"Britannia Milk Bikis Biscuits are crunchy biscuits prepared with essential nutrients, iron, vital vitamins and iodine making them a healthy snack for your children. Every delicious bite of Milk Bikis helps in the mental and physical development of growing kids. Britannia biscuits and cookies for long has been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Marie Gold and Little Hearts.",40025066,"https://www.bigbasket.com/media/uploads/p/l/40025066_4-britannia-milk-bikis-biscuits.jpg"""
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Biscuits - Milk Bikis,Britannia,1206704,https://www.bigbasket.com/pd/1206704/britannia-biscuits-milk-bikis-2x150-g/,"Britannia Biscuits - Milk Bikis, 2x150 g Multipack",50,,,2x150 g,,https://www.bigbasket.com/media/uploads/p/mm/1206704_2-britannia-biscuits-milk-bikis.jpg,"Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand And like promised the products of this brand deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.",1206704,"https://www.bigbasket.com/media/uploads/p/l/1206704_2-britannia-biscuits-milk-bikis.jpg"""
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Milk Bikis Biscuits,Britannia,1202577,https://www.bigbasket.com/pd/1202577/britannia-milk-bikis-biscuits-6x80-g/,"Britannia Milk Bikis Biscuits, 6x80 g Multipack",60,,,6x80 g,veg,https://www.bigbasket.com/media/uploads/p/mm/1202577_3-britannia-milk-bikis-biscuits.jpg,"Milk Bikis has been trusted by mothers as a source of develops energy of milk and their loyalty to the brand has made it an essential part of their children's nutrition regimen. This biscuit is equipped with smart nutrients‚ iron, 4 vital vitamins and iodine, proven to help mental and physical development in growing kids.",1202577,https://www.bigbasket.com/media/uploads/p/l/1202577_3-britannia-milk-bikis-biscuits.jpg
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , GLUCOSE & MILK BISCUITS , BRITANNIA Biscuits - Milk Bikis,Britannia,1204052,https://www.bigbasket.com/pd/1204052/britannia-biscuits-milk-bikis-3x150-g/,"Britannia Biscuits - Milk Bikis, 3x150 g Multipack",75,,,3x150 g,,https://www.bigbasket.com/media/uploads/p/mm/1204052_2-britannia-biscuits-milk-bikis.jpg,"Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand Eat Healthy Think Better. And like promised the products of this brand deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.",1204052,"https://www.bigbasket.com/media/uploads/p/l/1204052_2-britannia-biscuits-milk-bikis.jpg"""
, SNACKS & BRANDED FOODS ," SPREADS, SAUCES, KETCHUP ", CHOCO & NUT SPREAD , HAPPY CHEF Peanut Butter - Crunchy,Happy Chef,40176672,https://www.bigbasket.com/pd/40176672/happy-chef-peanut-butter-crunchy-340-g-jar/,"Happy Chef Peanut Butter - Crunchy, 340 g Jar",175,Rs 113.75,35%,340 g,,https://www.bigbasket.com/media/uploads/p/mm/40176672_4-happy-chef-peanut-butter-crunchy.jpg,"Classic peanut butter is high in protein, dairy-free and gluten-free. Peanut butter is made from ground dry-roasted peanuts. Peanut butter is popular across the globe as a health food. Peanut butter is a powerhouse of nutrition, especially protein. Peanut butter is tasty and delicious that is sure to make your day. In all its goodness, peanut butter is the tastiest and healthiest food to have with a slice of bread. They say that good habits are hard to develop, peanut butter is one of them.",40176672,"https://www.bigbasket.com/media/uploads/p/l/40176672_4-happy-chef-peanut-butter-crunchy.jpg"""
, SNACKS & BRANDED FOODS ," SPREADS, SAUCES, KETCHUP ", CHOCO & NUT SPREAD , HAPPY CHEF Peanut Butter - Crunchy,Happy Chef,40176673,https://www.bigbasket.com/pd/40176673/happy-chef-peanut-butter-crunchy-1-kg-jar/,"Happy Chef Peanut Butter - Crunchy, 1 Kg Jar",375,Rs 245,35%,1 Kg,,https://www.bigbasket.com/media/uploads/p/mm/40176673_4-happy-chef-peanut-butter-crunchy.jpg,"Classic peanut butter is high in protein, dairy-free and gluten-free. Peanut butter is made from ground dry-roasted peanuts. Peanut butter is popular across the globe as a health food. Peanut butter is a powerhouse of nutrition, especially protein. Peanut butter is tasty and delicious that is sure to make your day. In all its goodness, peanut butter is the tastiest and healthiest food to have with a slice of bread. They say that good habits are hard to develop, peanut butter is one of them.",40176673,"https://www.bigbasket.com/media/uploads/p/l/40176673_4-happy-chef-peanut-butter-crunchy.jpg"""
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , COOKIES , TASTIES Multigrain Cookies,Tasties,40177081,https://www.bigbasket.com/pd/40177081/tasties-multigrain-cookies-75-g/,"Tasties Multigrain Cookies, 75 g",30,Rs 22.50,25%,75 g,veg,https://www.bigbasket.com/media/uploads/p/mm/40177081_5-tasties-multigrain-cookies.jpg,"Baked to perfection, Tasties Multigrain Cookies are crunchy and tasty. Packed with the power of 6 grains, Tasties Multigrain Cookies are a healthier alternative to regular cookies. It is both wholesome and delicious.",8.90426E+12,"https://www.bigbasket.com/media/uploads/p/l/40177081_5-tasties-multigrain-cookies.jpg"""
, SNACKS & BRANDED FOODS , BISCUITS & COOKIES , COOKIES , TASTIES Coconut Cookies,Tasties,40177079,https://www.bigbasket.com/pd/40177079/tasties-coconut-cookies-75-g/,"Tasties Coconut Cookies, 75 g",30,Rs 27,10%,75 g,veg,https://www.bigbasket.com/media/uploads/p/mm/40177079_5-tasties-coconut-cookies.jpg,"Baked to perfection, Tasties coconut cookies are crunchy and tasty. Enriched with real coconut and butter, Tasties Coconut Cookies are both scrumptious and delicious.",8.90426E+12,"https://www.bigbasket.com/media/uploads/p/l/40177079_5-tasties-coconut-cookies.jpg"""
, SNACKS & BRANDED FOODS ," SPREADS, SAUCES, KETCHUP ", CHOCO & NUT SPREAD , HAPPY CHEF Peanut Butter - Creamy,Happy Chef,40176670,https://www.bigbasket.com/pd/40176670/happy-chef-peanut-butter-creamy-340-g-jar/,"Happy Chef Peanut Butter - Creamy, 340 g Jar",175,Rs 129,26%,340 g,,https://www.bigbasket.com/media/uploads/p/mm/40176670_4-happy-chef-peanut-butter-creamy.jpg,"Classic peanut butter is high in protein, dairy-free and gluten-free. Peanut butter is made from ground dry-roasted peanuts. Peanut butter is popular across the globe as a health food. Peanut butter is a powerhouse of nutrition, especially protein. Peanut butter is tasty and delicious that is sure to make your day. In all its goodness, peanut butter is the tastiest and healthiest food to have with a slice of bread. They say that good habits are hard to develop, peanut butter is one of them.",40176670,"https://www.bigbasket.com/media/uploads/p/l/40176670_4-happy-chef-peanut-butter-creamy.jpg"""
, SNACKS & BRANDED FOODS ," SPREADS, SAUCES, KETCHUP ", CHOCO & NUT SPREAD , HAPPY CHEF Peanut Butter - Creamy,Happy Chef,40176671,https://www.bigbasket.com/pd/40176671/happy-chef-peanut-butter-creamy-1-kg-jar/,"Happy Chef Peanut Butter - Creamy, 1 Kg Jar",375,Rs 245,35%,1 Kg,,https://www.bigbasket.com/media/uploads/p/mm/40176671_4-happy-chef-peanut-butter-creamy.jpg,"Classic peanut butter is high in protein, dairy-free and gluten-free. Peanut butter is made from ground dry-roasted peanuts. Peanut butter is popular across the globe as a health food. Peanut butter is a powerhouse of nutrition, especially protein. Peanut butter is tasty and delicious that is sure to make your day. In all its goodness, peanut butter is the tastiest and healthiest food to have with a slice of bread. They say that good habits are hard to develop, peanut butter is one of them.",40176671,"https://www.bigbasket.com/media/uploads/p/l/40176671_4-happy-chef-peanut-butter-creamy.jpg"""
, SNACKS & BRANDED FOODS , BREAKFAST CEREALS , GRANOLA & CEREAL BARS , GOODDIET Nutrition Energy Bar - Chocolate & Peanut,GoodDiet,1205667,https://www.bigbasket.com/pd/1205667/gooddiet-nutrition-energy-bar-chocolate-peanut-3x40-g/,"GoodDiet Nutrition Energy Bar - Chocolate & Peanut, 3x40 g Multipack",156,Rs 123.27,21%,3x40 g,,https://www.bigbasket.com/media/uploads/p/mm/1205667_1-gooddiet-nutrition-energy-bar-chocolate-peanut.jpg,"Good Diet nutrition bars are guilt-free, wholesome and healthy snacks that contains natural ingredients and are ideal to be carried on-the-go, and can also be given to children as a healthy replacement for chocolate or cookie snacks. Our range of bars will provide you with the nutrients your body requires to become stronger and healthier. The bars contain no preservatives, artificial flavours or colours. It also contains no added sugars, synthetic syrups or other chemicals, soy protein or hydrogenated oil.",1205667,https://www.bigbasket.com/media/uploads/p/l/1205667_1-gooddiet-nutrition-energy-bar-chocolate-peanut.jpg
, SNACKS & BRANDED FOODS , BREAKFAST CEREALS , GRANOLA & CEREAL BARS , GOODDIET Nutrition Energy Bar - Chocolate & Peanut,GoodDiet,1205668,https://www.bigbasket.com/pd/1205668/gooddiet-nutrition-energy-bar-chocolate-peanut-6x40-g/,"GoodDiet Nutrition Energy Bar - Chocolate & Peanut, 6x40 g Multipack",312,Rs 229.34,26%,6x40 g,,https://www.bigbasket.com/media/uploads/p/mm/1205668_1-gooddiet-nutrition-energy-bar-chocolate-peanut.jpg,"Good Diet nutrition bars are guilt-free, wholesome and healthy snacks that contains natural ingredients and are ideal to be carried on-the-go, and can also be given to children as a healthy replacement for chocolate or cookie snacks. Our range of bars will provide you with the nutrients your body requires to become stronger and healthier. The bars contain no preservatives, artificial flavours or colours. It also contains no added sugars, synthetic syrups or other chemicals, soy protein or hydrogenated oil.",1205668,https://www.bigbasket.com/media/uploads/p/l/1205668_1-gooddiet-nutrition-energy-bar-chocolate-peanut.jpg
